Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
1975.1.269,False,True,459499,Robert Lehman Collection,Drawing,Study for the Figure of Christ in a Deposition,,,,,,Artist,,Ventura Salimbeni,"Italian, Siena 1568–1613 Siena",,"Salimbeni, Ventura",Italian,1568      ,1613      ,late 16th–early 17th century,1571,1635,"Red chalk, over traces of an illegible sketch in black chalk.",10 5/8 x 6 1/2 in.  (27 x 16.5 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/459499,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.317,False,True,459500,Robert Lehman Collection,Drawing,Recumbent Nude,,,,,,Artist,,Emilia,1600–1629,(?),Emilia,,1600      ,1629      ,early 17th century,1600,1635,Red chalk,2 15/16 x 4 1/4 in.  (7.5 x 10.8 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/459500,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.258,False,True,459501,Robert Lehman Collection,Drawing,A Young Woman Seated in a Chair,Central Italian,,,,,Artist,,Central Italy,1600–1699,,Central Italy,,1600      ,1699      ,17th century,1600,1699,Pen and brown ink on paper washed with light brown,9 x 7 1/16 in.  (22.9 x 17.9 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/459501,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.368,False,True,459502,Robert Lehman Collection,Drawing,A Seated Young Woman Looking Over Her Shoulder,,,,,,Artist,,Guercino (Giovanni Francesco Barbieri),"Italian, Cento 1591–1666 Bologna",(?),Guercino (Giovanni Francesco Barbieri),Italian,1591      ,1666      ,early–mid-17th century,1600,1670,Pen and brown ink,7 9/16 x 5 15/16 in.  (19.2 x 15.1 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/459502,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.365,False,True,459503,Robert Lehman Collection,Drawing,A Falconer in Profile to the Right,,,,,,Artist,,Follower of Guercino,1591–1666,,"Guercino, Follower of",,1591      ,1666      ,ca. 1640,1637,1643,Pen and brown ink,8 3/4 x 6 1/4 in.  (22.3 x 15.9 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/459503,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.367,False,True,459504,Robert Lehman Collection,Drawing,Male Caricature,,,,,,Artist,,Follower of Guercino,1591–1666,,"Guercino, Follower of",,1591      ,1666      ,mid–late 17th century,1635,1700,Pen and brown ink,8 9/16 x 6 7/8 in.  (21.7 x 17.4 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/459504,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.366,False,True,459505,Robert Lehman Collection,Drawing,Head of a Man with a Turban,,,,,,Artist,,Imitator of Guercino,"Italian, 1591–1666",,"Guercino, Imitator of",Italian,1591      ,1666      ,mid-17th century,1636,1670,Pen and brown ink.,6-1/4 x 7-1/8 in. (158 x 181 mm.),"Robert Lehman Collection, 1975",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/459505,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.545,False,True,459506,Robert Lehman Collection,Drawing,The Massacre of the Innocents,,,,,,Artist,,The Veneto,1600–1699,,"Veneto, The",,1600      ,1699      ,17th century,1600,1699,"Black chalk, heightened with white (partly oxidized), on paper tinted orangish red.",15 1/4 x 14 5/8 in.  (38.8 x 37.1 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/459506,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.2200,False,True,459507,Robert Lehman Collection,Frame,Frame,,,,,,Artist,,Italy (Rome),late 17th century–early 18th century,,Italy (Rome),,1660      ,1720      ,ca. 1680–1700,1680,1700,Poplar,Overall: 19 1/2 x 22 7/8 in.  (49.5 x 58.1 cm); Sight: 131/2 x 17 in. (34.3 x 43.2 cm.); Rabbet: 14 3/8 x 17 7/8 in. (36.5 x 45.4 cm.),"Robert Lehman Collection, 1975",,,,,,,,,,,,Frames,,http://www.metmuseum.org/art/collection/search/459507,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.249,False,True,459508,Robert Lehman Collection,Drawing,Male Figure Seen from Behind,,,,,,Artist,,Alessandro Maganza,"Italian, Vicenza 1556–after 1630 Vicenza (?)",,"Maganza, Alessandro",Italian,1556      ,1630      ,ca. 1603–10,1600,1613,"Pen and brown ink, over a pencil sketch",11 15/16 x 8 1/4 in.  (30.3 x 21 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/459508,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.316,False,True,459509,Robert Lehman Collection,Drawing,Caricature of  a Dwarf Painter at His Easel,"Italian, Tuscan(?)",,,,,Artist,,Tuscany,,(?),Tuscany,Tuscany,,,early 17th century,1600,1635,"Pen and brown ink, gray and brown wash",10 9/16 x 8 3/16 in.  (26.8 x 20.8 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/459509,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.314,False,True,459510,Robert Lehman Collection,Drawing,Study for a Pietà,,,,,,Artist,,Fabrizio Boschi,"Italian, Florence 1572–1642 Florence",,"Boschi, Fabrizio",Italian,1572      ,1642      ,1620s,1620,1629,"Red chalk, traces of black chalk",9 5/8 x 9 1/8 in.  (24.5 x 23.2 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/459510,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.398,False,True,459511,Robert Lehman Collection,Drawing,Tullia Driving Her Chariot over the Body of Her Father,,,,,,Artist,,Ciro Ferri,"Italian, Rome 1634?–1689 Rome",,"Ferri, Ciro",Italian,1634      ,1689      ,ca. 1655–70,1652,1673,"Pen and brown ink, brown wash, over black pencil; squared in black chalk.",10 1/2 x 18 3/4 in.  (26.6 x 47.6 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/459511,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.331,False,True,459512,Robert Lehman Collection,Drawing,The Almighty with Angels,,,,,,Artist,,Luca Giordano,"Italian, Naples 1634–1705 Naples",,"Giordano, Luca",Italian,1634      ,1705      ,ca. 1650–69,1650,1669,"Pen and brown ink, brown wash, over black chalk sketch.",18 3/8 x 13 3/4 in.  (46.7 x 34.9 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/459512,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.332,False,True,459513,Robert Lehman Collection,Drawing,A Glory of Angels,,,,,,Artist,,Luca Giordano,"Italian, Naples 1634–1705 Naples",,"Giordano, Luca",Italian,1634      ,1705      ,ca. 1650–69,1650,1669,"Pen and brown ink, brown wash, over black chalk sketch.",15 1/4 x 19 5/16 in.  (38.7 x 49.1 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/459513,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.414,False,True,459514,Robert Lehman Collection,Drawing,Madonna and Child with the Young Saint John the Baptist,Italian,,,,,Artist,,"Italy, In the manner of Raphael",(?) 1770–1829,,"Italy, In the manner of Raphael",,1770      ,1829      ,late 18th–early 19th century (?),1770,1835,Pen and brown ink,8 3/8 x 6 3/16 in.  (21.2 x 15.7 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/459514,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.974,False,True,459515,Robert Lehman Collection,Drawing,Museum Interior (?) with a Man Seated,,,,,,Artist,,James McNeill Whistler,"American, Lowell, Massachusetts 1834–1903 London",,"Whistler, James McNeill",American,1834      ,1903      ,1901,1901,1901,Pencil,4 11/16 x 3 in.  (11.9 x 7.6 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/459515,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.903,False,True,459516,Robert Lehman Collection,Drawing,Farm Scene,American,,,,,Artist,,American Artist,1851–1899,,American Artist,,1851      ,1899      ,second half 19th century,1851,1899,Watercolor,4 5/16 x 6 9/16 in.  (11 x 16.6 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/459516,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.923,False,True,459517,Robert Lehman Collection,Drawing,Paris Sketchbook,,,,,,Artist,,Maurice Brazil Prendergast ,"American, St. John’s, Newfoundland 1858–1924 New York",,"Prendergast, Maurice Brazil",American,1858      ,1924      ,1891–94,1891,1894,"Conté crayon, pencil, and watercolor sketches",6 3/4 x 4 1/2 in.  (17.2 x 11.5 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/459517,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.2556,False,True,459518,Robert Lehman Collection,Print,Portrait of U. S. Grant,,,,,,Artist|Artist,After photography by,John Chester Buttre|Barr & Young,"American, Auburn, New York 1821–1893 Ridgewood, New York",,"Buttre, John Chester|Barr & Young",American,1821      ,1893      ,late 19th century,1871,1900,engraving,sheet: 11 7/8 x 9 3/8 inches,"Robert Lehman Collection, 1975",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/459518,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.924,False,True,459519,Robert Lehman Collection,Drawing,Large Boston Public Garden Sketchbook: A Woman Reading a Book,,,,,,Artist,,Maurice Brazil Prendergast ,"American, St. John’s, Newfoundland 1858–1924 New York",,"Prendergast, Maurice Brazil",American,1858      ,1924      ,1895–97,1895,1897,Watercolor over pencil; bordered in pencil and watercolor,14 1/8 x 11 3/16 in.  (35.8 x 28.4 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/459519,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.925,False,True,459520,Robert Lehman Collection,Drawing,Large Boston Public Garden Sketchbook: Four vignettes of fashionably dressed women,,,,,,Artist,,Maurice Brazil Prendergast ,"American, St. John’s, Newfoundland 1858–1924 New York",,"Prendergast, Maurice Brazil",American,1858      ,1924      ,1895–97,1895,1897,Recto: watercolor over pencil; verso: pencil,14 1/8 x 11 3/16 in.  (35.8 x 28.4 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/459520,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.926,False,True,459521,Robert Lehman Collection,Drawing,Large Boston Public Garden Sketchbook: Two women sitting in a park,,,,,,Artist,,Maurice Brazil Prendergast ,"American, St. John’s, Newfoundland 1858–1924 New York",,"Prendergast, Maurice Brazil",American,1858      ,1924      ,1895–97,1895,1897,"Recto: watercolor over pencil, bordered in pencil and watercolor; verso: pencil",14 1/8 x 11 3/16 in.  (35.8 x 28.4 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/459521,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.927,False,True,459522,Robert Lehman Collection,Drawing,Large Boston Public Garden Sketchbook: A woman reading in the park,,,,,,Artist,,Maurice Brazil Prendergast ,"American, St. John’s, Newfoundland 1858–1924 New York",,"Prendergast, Maurice Brazil",American,1858      ,1924      ,1895–97,1895,1897,Watercolor over pencil; bordered in pencil,14 1/8 x 11 3/16 in.  (35.8 x 28.4 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/459522,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.928,False,True,459523,Robert Lehman Collection,Drawing,Large Boston Public Garden Sketchbook: Design for a bicycle poster,,,,,,Artist,,Maurice Brazil Prendergast ,"American, St. John’s, Newfoundland 1858–1924 New York",,"Prendergast, Maurice Brazil",American,1858      ,1924      ,1895–97,1895,1897,"Recto: watercolor over pencil, bordered in pencil and watercolor; verso: pencil",14 1/8 x 11 3/16 in.  (35.8 x 28.4 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/459523,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.929,False,True,459524,Robert Lehman Collection,Drawing,Large Boston Public Garden Sketchbook: Two women conversing on the street,,,,,,Artist,,Maurice Brazil Prendergast ,"American, St. John’s, Newfoundland 1858–1924 New York",,"Prendergast, Maurice Brazil",American,1858      ,1924      ,1895–97,1895,1897,"Watercolor over pencil, bordered in pencil and watercolor",14 1/8 x 11 3/16 in.  (35.8 x 28.4 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/459524,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.930,False,True,459525,Robert Lehman Collection,Drawing,Large Boston Public Garden Sketchbook: A girl holding her hat,,,,,,Artist,,Maurice Brazil Prendergast ,"American, St. John’s, Newfoundland 1858–1924 New York",,"Prendergast, Maurice Brazil",American,1858      ,1924      ,1895–97,1895,1897,"Watercolor over pencil, bordered in pencil and watercolor",14 1/8 x 11 3/16 in.  (35.8 x 28.4 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/459525,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.931,False,True,459526,Robert Lehman Collection,Drawing,Large Boston Public Garden Sketchbook: A woman walking in the rain under an umbrella,,,,,,Artist,,Maurice Brazil Prendergast ,"American, St. John’s, Newfoundland 1858–1924 New York",,"Prendergast, Maurice Brazil",American,1858      ,1924      ,1895–97,1895,1897,"Recto: watercolor over pencil, bordered in pencil and watercolor; Verso: watercolor over pencil",14 1/8 x 11 3/16 in.  (35.8 x 28.4 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/459526,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.932,False,True,459527,Robert Lehman Collection,Drawing,Large Boston Public Garden Sketchbook: Young girls in hats and sashed dresses,,,,,,Artist,,Maurice Brazil Prendergast ,"American, St. John’s, Newfoundland 1858–1924 New York",,"Prendergast, Maurice Brazil",American,1858      ,1924      ,1895–97,1895,1897,Recto: watercolor over pencil,14 1/8 x 11 3/16 in.  (35.8 x 28.4 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/459527,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.933,False,True,459528,Robert Lehman Collection,Drawing,Large Boston Public Garden Sketchbook:  A young girl and a woman gazing out to sea,,,,,,Artist,,Maurice Brazil Prendergast ,"American, St. John’s, Newfoundland 1858–1924 New York",,"Prendergast, Maurice Brazil",American,1858      ,1924      ,1895–97,1895,1897,"Recto; watercolor over pencil, bordered in pencil and watercolor",14 1/8 x 11 3/16 in.  (35.8 x 28.4 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/459528,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.934,False,True,459529,Robert Lehman Collection,Drawing,Large Boston Public Garden Sketchbook: A man and two women sitting in the park,,,,,,Artist,,Maurice Brazil Prendergast ,"American, St. John’s, Newfoundland 1858–1924 New York",,"Prendergast, Maurice Brazil",American,1858      ,1924      ,1895–97,1895,1897,"Recto: watercolor and pencil, bordered in pencil; Verso: pencil, bordered",14 1/8 x 11 3/16 in.  (35.8 x 28.4 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/459529,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.935,False,True,459530,Robert Lehman Collection,Drawing,Large Boston Public Garden Sketchbook: Two women and a girl on a boardwalk,,,,,,Artist,,Maurice Brazil Prendergast ,"American, St. John’s, Newfoundland 1858–1924 New York",,"Prendergast, Maurice Brazil",American,1858      ,1924      ,1895–97,1895,1897,"Recto: pencil, bordered",14 1/8 x 11 3/16 in.  (35.8 x 28.4 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/459530,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.936,False,True,459531,Robert Lehman Collection,Drawing,Large Boston Public Garden Sketchbook: Night scene with three women in blue,,,,,,Artist,,Maurice Brazil Prendergast ,"American, St. John’s, Newfoundland 1858–1924 New York",,"Prendergast, Maurice Brazil",American,1858      ,1924      ,1895–97,1895,1897,"Recto: watercolor over pencil, bordered in pencil and watercolor",14 1/8 x 11 3/16 in.  (35.8 x 28.4 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/459531,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.937,False,True,459532,Robert Lehman Collection,Drawing,Large Boston Public Garden Sketchbook:  A  woman in a veiled hat,,,,,,Artist,,Maurice Brazil Prendergast ,"American, St. John’s, Newfoundland 1858–1924 New York",,"Prendergast, Maurice Brazil",American,1858      ,1924      ,1895–97,1895,1897,"Recto: watercolor over pencil, bordered in watercolor",14 1/8 x 11 3/16 in.  (35.8 x 28.4 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/459532,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.938,False,True,459533,Robert Lehman Collection,Drawing,Large Boston Public Garden Sketchbook:  A  woman in a veiled hat decorated with poppies,,,,,,Artist,,Maurice Brazil Prendergast ,"American, St. John’s, Newfoundland 1858–1924 New York",,"Prendergast, Maurice Brazil",American,1858      ,1924      ,1895–97,1895,1897,Recto: watercolor over pancil,14 1/8 x 11 3/16 in.  (35.8 x 28.4 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/459533,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.939,False,True,459534,Robert Lehman Collection,Drawing,Large Boston Public Garden Sketchbook: The streetcar on Tremont Street,,,,,,Artist,,Maurice Brazil Prendergast ,"American, St. John’s, Newfoundland 1858–1924 New York",,"Prendergast, Maurice Brazil",American,1858      ,1924      ,1895–97,1895,1897,"Recto: watercolor over pencil, bordered in pencil and watercolor.",14 1/8 x 11 3/16 in.  (35.8 x 28.4 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/459534,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
